0,0,0.0,0.0,0,0
1,1,25.0,12.5,2922332160,5472600064
2,2,25.0,0.0,2921623552,5473308672
0,3,25.0,25.0,2921107456,5473824768
1,4,25.0,25.0,2915930112,5479002112
2,5,25.0,14.3,2915536896,5479395328
0,6,25.0,12.5,2912935936,5481996288
1,7,25.0,12.5,2912714752,5482217472
2,8,25.0,11.1,2912276480,5482655744
0,9,25.0,16.7,2913800192,5481132032
1,10,25.0,14.3,2919424000,5475508224
2,11,25.0,0.0,2915602432,5479329792
0,12,25.0,12.5,2912903168,5482029056
1,13,25.0,30.0,2911481856,5483450368
2,14,25.0,12.5,2911256576,5483675648
0,15,25.0,16.7,2910527488,5484404736
1,16,25.0,12.5,2910638080,5484294144
2,17,25.0,0.0,2909638656,5485293568
0,18,25.0,12.5,2910212096,5484720128
1,19,25.0,14.3,2909995008,5484937216
2,20,25.0,12.5,2907869184,5487063040
0,21,25.0,28.6,2906386432,5488545792
1,22,25.0,16.7,2907688960,5487243264
2,23,25.0,0.0,2908397568,5486534656
0,24,25.0,30.0,2908762112,5486170112
1,25,25.0,44.4,2906931200,5488001024
2,26,25.0,25.0,2906120192,5488812032
0,27,25.0,25.0,2905960448,5488971776
1,28,25.0,28.6,2905706496,5489225728
2,29,25.0,14.3,2905821184,5489111040
0,30,25.0,16.7,2905722880,5489209344
1,31,25.0,12.5,2901110784,5493821440
2,32,25.0,0.0,2901741568,5493190656
0,33,25.0,12.5,2901135360,5493796864
1,34,25.0,16.7,2900791296,5494140928
2,35,25.0,25.0,2899910656,5495021568
0,36,25.0,12.5,2899644416,5495287808
1,37,25.0,16.7,2897907712,5497024512
2,38,25.0,60.0,2899636224,5495296000
0,39,25.0,14.3,2898669568,5496262656
1,40,25.0,0.0,2898038784,5496893440
2,41,25.0,14.3,2896498688,5498433536
0,42,25.0,11.1,2896400384,5498531840
1,43,25.0,0.0,2896379904,5498552320
2,44,25.0,25.0,2894180352,5500751872
0,45,25.0,12.5,2893996032,5500936192
1,46,25.0,25.0,2893713408,5501218816
2,47,25.0,14.3,2893529088,5501403136
0,48,25.0,14.3,2893348864,5501583360
1,49,25.0,12.5,2894266368,5500665856
2,50,25.0,12.5,2898870272,5496061952
0,51,25.0,12.5,2898956288,5495975936
1,52,25.0,12.5,2898587648,5496344576
2,53,25.0,25.0,2898624512,5496307712
0,54,25.0,14.3,2897473536,5497458688
1,55,25.0,22.2,2897100800,5497831424
2,56,25.0,16.7,2897072128,5497860096
0,57,25.0,14.3,2897260544,5497671680
1,58,25.0,14.3,2897625088,5497307136
2,59,25.0,14.3,2897244160,5497688064
0,60,25.0,22.2,2895192064,5499740160
1,61,25.0,25.0,2894352384,5500579840
2,62,25.0,14.3,2892529664,5502402560
0,63,25.0,16.7,2893029376,5501902848
1,64,25.0,16.7,2892165120,5502767104
2,65,25.0,14.3,2891517952,5503414272
0,66,25.0,37.5,2891456512,5503475712
1,67,25.0,66.7,2885791744,5509140480
2,68,25.0,22.2,2885218304,5509713920
0,69,25.0,33.3,2885242880,5509689344
1,70,25.0,33.3,2881298432,5513633792
2,71,25.0,33.3,2881937408,5512994816
0,72,25.0,12.5,2881613824,5513318400
1,73,25.0,0.0,2873221120,5521711104
2,74,25.0,12.5,2873561088,5521371136
0,75,25.0,28.6,2870018048,5524914176
1,76,25.0,14.3,2869579776,5525352448
2,77,25.0,14.3,2869383168,5525549056
0,78,25.0,11.1,2872356864,5522575360
1,79,25.0,25.0,2873323520,5521608704
2,80,25.0,12.5,2873217024,5521715200
0,81,25.0,14.3,2873729024,5521203200
1,82,25.0,14.3,2873114624,5521817600
2,83,25.0,14.3,2870665216,5524267008
0,84,25.0,0.0,2871533568,5523398656
1,85,25.0,0.0,2871828480,5523103744
2,86,25.0,30.0,2868899840,5526032384
0,87,25.0,12.5,2868178944,5526753280
1,88,25.0,25.0,2868391936,5526540288
2,89,25.0,14.3,2867957760,5526974464
